Full Name,Employment Sector,Job Title,Current Monthly Salary (USD),Total Previous Loans,Active Loans,Total Outstanding Balance (USD),Avg Loan Amount (USD),Common Loan Reason,Historical Return Rate (%),Days Past Due (Max),MFI Diversity Score,Risk Label
Anesu T. Sibanda,Retail,Shop Assistant,803,4,3,1591,748,Home Improvement,88,19,2,Medium
Makanaka Marembo 379,Transport,Kombi Driver,751,6,2,2131,1177,Asset Financing,99,0,1,Low
Farai Z. Zhou,Retail,Shop Assistant,462,5,4,2562,732,Asset Financing,98,0,2,Low
Sizo V. Ndlovu,Agriculture,Farm Manager,802,6,4,1938,752,Solar Equipment,96,0,2,Low
Tariro Ndlovu 380,Transport,Truck Driver,423,5,6,7561,1106,Asset Financing,54,48,3,High
Kudakwashe Q. Makoni,Agriculture,Farm Manager,541,3,2,797,536,Small Business,52,57,3,High
Tinashe Zuma 381,Education,Principal,1110,5,6,5417,961,Input Financing,94,13,2,Medium
Simba X. Muzenda,Manufacturing,Line Supervisor,478,5,5,3124,645,Solar Equipment,100,0,2,Low
Itayi I. Madzima,Manufacturing,Factory Hand,796,4,4,1441,599,Solar Equipment,97,0,1,Low
Kuda U. Chuma,Retail,Buyer,830,7,3,1609,736,Home Improvement,96,0,2,Low
Chipo P. Mpofu,Health,Lab Tech,1399,3,2,1424,829,Utility Debt,99,0,3,Low
Anesu Tshuma 382,Health,Lab Tech,1626,3,3,1357,466,Solar Equipment,86,11,2,Medium
Simba X. Makoni,Health,Pharmacist Assistant,1586,3,4,1575,598,Small Business,91,21,4,Medium
Anesu Z. Makoni,Transport,Truck Driver,860,10,4,4635,1049,Home Improvement,97,0,1,Low
Nyasha L. Zhou,Agriculture,Farm Manager,764,6,2,914,724,Asset Financing,92,9,4,Medium
Makanaka E. Tshuma,Retail,Shop Assistant,287,6,6,1141,257,Medical,100,0,3,Low
Takudzwa E. Nyathi,Retail,Shop Assistant,434,4,3,717,296,School Fees,94,6,2,Medium
Tariro H. Ndlovu,Mining,Underground Supervisor,1273,2,3,346,166,Emergency,86,7,4,Medium
Anesu L. Makoni,Manufacturing,Factory Hand,660,1,2,1395,878,Asset Financing,51,115,4,High
Panashe L. Mhlanga,Mining,Shift Boss,831,9,1,863,1127,Small Business,93,5,2,Medium
Anesu C. Mpofu,Manufacturing,Welder,253,8,3,2468,1045,Medical,96,0,2,Low
Rudo Mwenje 383,Transport,Truck Driver,790,5,1,1127,992,School Fees,92,16,3,Medium
Sizo Y. Chuma,Transport,Logistics,263,6,6,6433,921,Utility Debt,96,0,2,Low
Njabulo Q. Bhebhe,Mining,Driller,1413,1,1,1271,1156,Medical,95,12,2,Medium
Simba V. Mwenje,Retail,Buyer,513,0,0,0,335,Medical,99,0,3,Low
Nyasha X. Zhuwao,Retail,Buyer,869,10,4,2606,1093,Small Business,98,2,3,Low
Anesu O. Nyathi,Education,Department Head,990,10,4,1361,362,Solar Equipment,97,0,2,Low
Nomsa M. Bhebhe,Transport,Kombi Driver,805,7,3,2112,588,Asset Financing,98,0,3,Low
Njabulo X. Sithole,Retail,Buyer,628,7,2,370,227,Small Business,97,0,3,Low
Anesu C. Khumalo,Public Sector,Teacher,688,1,2,1252,954,Solar Equipment,84,36,3,High
Panashe Y. Khumalo,Education,Teacher,2009,5,3,1196,646,Input Financing,97,0,3,Low
Nyasha N. Mhlanga,Education,Lecturer,1005,0,1,291,270,Input Financing,90,8,4,Medium
Munyaradzi O. Mhlanga,Agriculture,Tobacco Smallholder,826,2,3,2923,1079,Utility Debt,99,0,3,Low
Chengetai S. Bhebhe,Manufacturing,Welder,501,3,3,1091,379,Asset Financing,99,0,1,Low
Sizo W. Madzima,Transport,Truck Driver,888,6,6,2478,383,Asset Financing,90,5,4,Medium
Farai R. Chuma,Public Sector,ZRP Sergeant,825,7,1,642,647,Medical,75,108,3,High
Farai F. Chikore,Transport,Kombi Driver,420,10,6,3221,654,Utility Debt,90,27,3,Medium
Itayi E. Zuma,Public Sector,ZIMRA Officer,485,0,1,206,407,Small Business,97,0,1,Low
Enock H. Ncube,Education,Principal,1991,1,2,1114,779,Solar Equipment,96,1,2,Low
Chengetai N. Bhebhe,Agriculture,Tobacco Smallholder,591,2,2,513,219,School Fees,91,25,4,Medium
Rufaro Chuma 384,Agriculture,Farm Manager,552,3,4,2804,613,Small Business,99,0,3,Low
Musa Chidambaram 385,Agriculture,Agro-dealer,258,0,0,0,858,Utility Debt,96,0,1,Low
Anesu O. Sibanda,Agriculture,Tobacco Smallholder,643,2,3,1442,747,Asset Financing,97,0,3,Low
Tendai D. Madzima,Education,Department Head,1322,9,4,698,245,Utility Debt,98,0,3,Low
Anesu D. Chuma,Health,Medical Officer,1719,8,2,194,190,Small Business,91,6,3,Medium
Munyaradzi F. Masinga,Education,Department Head,1490,8,4,4410,1079,Input Financing,98,0,2,Low
Chengetai U. Ndlovu,Agriculture,Farm Manager,919,3,4,689,163,Home Improvement,91,11,4,Medium
Itayi C. Makoni,Health,Nurse,804,0,0,0,329,Input Financing,97,0,1,Low
Thabo Y. Moyo,Transport,Truck Driver,990,1,2,891,727,School Fees,96,0,3,Low
Rufaro Y. Makoni,Agriculture,Farm Manager,721,5,5,6401,1067,Input Financing,88,24,3,Medium
Tapiwa A. Bhebhe,Agriculture,Tobacco Smallholder,738,10,5,2604,831,Utility Debt,50,122,4,High
Vimbai K. Zuma,Mining,Shift Boss,875,5,2,1052,681,Emergency,96,0,1,Low
Kudakwashe Phiri 386,Agriculture,Agro-dealer,418,6,3,850,345,Small Business,88,5,4,Medium
Chengetai E. Nyathi,Health,Lab Tech,2115,0,1,977,870,Small Business,91,7,2,Medium
Njabulo P. Maphosa,Manufacturing,Line Supervisor,734,1,0,0,733,Asset Financing,98,0,2,Low
Makanaka K. Madzima,Transport,Kombi Driver,976,0,1,830,844,Input Financing,96,0,1,Low
Tariro N. Mutasa,Mining,Driller,1516,8,5,5350,894,Emergency,99,0,1,Low
Farai P. Mwenje,Manufacturing,Factory Hand,987,8,1,916,809,Solar Equipment,73,137,3,High
Panashe W. Mpofu,Transport,Kombi Driver,906,8,2,369,304,Input Financing,100,4,3,Low
Chipo O. Sithole,Retail,Buyer,671,7,5,1506,436,Small Business,100,0,2,Low
Takudzwa Zuma 387,Mining,Underground Supervisor,1596,2,3,906,597,Medical,99,0,3,Low
Gugulethu L. Chuma,Transport,Kombi Driver,880,4,5,1253,229,Solar Equipment,99,0,3,Low
Panashe X. Mpofu,Agriculture,Farm Manager,769,9,4,1038,271,Emergency,51,96,5,High
Simba L. Ncube,Transport,Kombi Driver,790,1,0,0,930,Medical,97,1,1,Low
Munyaradzi Zhou 388,Education,Principal,1123,7,4,1577,419,Asset Financing,99,3,1,Low
Gugulethu C. Dube,Education,Department Head,1800,1,0,0,1172,Utility Debt,100,0,2,Low
Thabo Chuma 389,Health,Nurse,1067,0,0,0,174,Input Financing,91,30,4,Medium
Simba S. Sibanda,Education,Principal,1073,3,2,1436,1030,Medical,97,3,1,Low
Tendai T. Mwenje,Mining,Underground Supervisor,1473,9,5,5817,1126,Input Financing,91,30,3,Medium
Vimbai G. Zuma,Transport,Kombi Driver,261,7,6,3919,625,Home Improvement,100,0,2,Low
Dumisani N. Maphosa,Manufacturing,Line Supervisor,797,9,3,1943,927,Small Business,94,20,3,Medium
Tendai E. Mhlanga,Education,Teacher,2124,10,5,1807,490,Home Improvement,50,126,4,High
Kudakwashe F. Sithole,Health,Medical Officer,929,10,2,1623,751,Utility Debt,82,137,4,High
Tinashe Ndlovu 390,Health,Medical Officer,1173,5,3,494,319,School Fees,91,29,2,Medium
Blessing K. Nyathi,Manufacturing,Factory Hand,1000,10,4,1194,273,Solar Equipment,97,0,1,Low
Tatenda J. Chikore,Education,Lecturer,1885,4,4,2246,610,Asset Financing,97,0,1,Low
Nomsa K. Mwenje,Education,Teacher,864,1,1,678,921,School Fees,97,0,2,Low
Musa Zhou 391,Health,Medical Officer,1255,9,5,2621,924,Asset Financing,64,61,3,High
Chipo E. Chuma,Public Sector,Teacher,654,6,1,349,505,Asset Financing,96,0,2,Low
Njabulo Moyo 392,Manufacturing,Welder,536,8,0,0,499,School Fees,86,9,2,Medium
Panashe F. Chuma,Retail,Buyer,985,10,4,2392,525,School Fees,96,0,2,Low
Tatenda C. Chidambaram,Manufacturing,Factory Hand,700,5,3,1142,388,Small Business,91,19,3,Medium
Nomsa O. Marembo,Transport,Truck Driver,525,3,0,0,1054,Input Financing,99,0,2,Low
Rudo Y. Gumbo,Agriculture,Tobacco Smallholder,519,9,2,1239,668,Emergency,97,0,1,Low
Itayi Mutasa 393,Public Sector,Teacher,670,8,1,249,253,Small Business,96,0,3,Low
Nyasha M. Makoni,Transport,Truck Driver,787,3,1,731,649,School Fees,100,0,1,Low
Nyasha A. Phiri,Retail,Buyer,547,1,1,870,953,Utility Debt,84,135,5,High
Gugulethu S. Mpofu,Agriculture,Farm Manager,310,9,0,0,947,Solar Equipment,92,21,4,Medium
Thabo Sithole 394,Transport,Logistics,502,8,6,1355,291,Input Financing,89,8,4,Medium
Tatenda Q. Khumalo,Education,Principal,926,2,0,0,1068,Home Improvement,89,14,2,Medium
Dumisani H. Mhlanga,Public Sector,Admin Secretary,573,9,0,0,678,Utility Debt,90,19,3,Medium
Thabo P. Hlongwane,Mining,Shift Boss,953,8,6,3497,514,Solar Equipment,100,0,3,Low
Tinashe Phiri 395,Transport,Kombi Driver,569,5,5,1601,469,Medical,96,0,2,Low
Dumisani Q. Mwenje,Education,Teacher,1541,0,0,0,909,Input Financing,94,8,3,Medium
Tinashe Y. Maphosa,Manufacturing,Welder,629,1,0,0,705,Utility Debt,98,0,2,Low
Munyaradzi Y. Masinga,Agriculture,Tobacco Smallholder,355,9,6,3811,779,Small Business,73,89,3,High
Tinashe J. Ndlovu,Manufacturing,Line Supervisor,633,9,2,701,450,Home Improvement,97,0,1,Low
Simba L. Zuma,Mining,Shift Boss,1585,4,2,686,614,Solar Equipment,97,0,1,Low
Blessing I. Zhou,Mining,Shift Boss,1264,1,0,0,890,Input Financing,89,30,2,Medium
Kuda T. Marembo,Transport,Kombi Driver,975,7,2,994,970,School Fees,93,14,4,Medium
Panashe Z. Nyathi,Agriculture,Tobacco Smallholder,315,4,2,946,444,Emergency,90,25,2,Medium
Kuda S. Chikore,Agriculture,Farm Manager,790,7,3,2583,848,Home Improvement,98,0,2,Low
Chipo J. Mwenje,Mining,Driller,1924,1,1,678,747,Home Improvement,93,26,4,Medium
Njabulo B. Mutasa,Agriculture,Agro-dealer,790,7,6,3470,584,Medical,96,0,1,Low
Tinashe I. Dube,Retail,Merchandiser,487,4,5,2099,358,Input Financing,97,0,1,Low
Nomsa W. Mutasa,Agriculture,Agro-dealer,586,10,3,1501,653,Small Business,100,0,1,Low
Musa R. Tshuma,Transport,Kombi Driver,445,7,5,1720,633,Home Improvement,100,0,2,Low
Kuda H. Mwenje,Mining,Driller,1621,5,6,5728,959,Medical,100,0,3,Low
Sizo J. Gumbo,Retail,Buyer,763,4,0,0,380,School Fees,65,97,5,High
Dumisani O. Bhebhe,Manufacturing,Factory Hand,884,0,1,442,883,Medical,99,0,1,Low
Panashe P. Muzenda,Agriculture,Tobacco Smallholder,307,9,3,2993,878,Medical,98,0,2,Low
Tapiwa U. Moyo,Transport,Kombi Driver,410,3,2,305,189,Small Business,82,89,3,High
Kudakwashe A. Chikore,Agriculture,Agro-dealer,344,7,1,200,341,Medical,97,0,2,Low
Makanaka D. Sithole,Mining,Shift Boss,1146,9,5,1985,748,Utility Debt,98,0,3,Low
Panashe Y. Tshuma,Education,Department Head,883,2,2,1114,543,School Fees,93,7,4,Medium
Tendai J. Moyo,Mining,Underground Supervisor,1587,5,4,1706,746,Utility Debt,100,0,3,Low
Chipo Y. Zhuwao,Education,Teacher,1332,7,3,2402,1178,Asset Financing,97,0,3,Low
Gugulethu F. Phiri,Agriculture,Farm Manager,976,2,3,2140,877,Utility Debt,97,0,1,Low
Munyaradzi N. Masinga,Public Sector,Teacher,863,8,3,1427,938,Small Business,99,0,2,Low
Enock X. Zhou,Education,Lecturer,1982,4,1,521,692,Input Financing,99,0,1,Low
Musa T. Bhebhe,Public Sector,Teacher,437,5,5,1359,237,Small Business,88,9,3,Medium
Munyaradzi Hlongwane 396,Transport,Kombi Driver,561,1,1,908,1001,Asset Financing,94,26,2,Medium
Tapiwa B. Zhuwao,Public Sector,Admin Secretary,1000,2,0,0,206,Input Financing,86,26,4,Medium
Tapiwa T. Zhuwao,Manufacturing,Factory Hand,566,4,1,315,336,Home Improvement,91,6,4,Medium
Nyasha Ncube 397,Agriculture,Tobacco Smallholder,403,0,1,1229,1045,Utility Debt,100,0,2,Low
Takudzwa K. Mhlanga,Agriculture,Farm Manager,520,2,2,356,209,Home Improvement,97,0,3,Low
Musa D. Nyathi,Mining,Shift Boss,1573,2,1,723,786,Solar Equipment,98,0,1,Low
Munyaradzi J. Tshuma,Manufacturing,Factory Hand,742,10,0,0,1074,Emergency,99,0,3,Low
Simba Y. Muzenda,Education,Department Head,1619,6,6,4416,872,Medical,86,22,3,Medium
Panashe C. Mhlanga,Education,Lecturer,837,9,1,295,397,Input Financing,98,0,1,Low
Farai Nyathi 398,Public Sector,ZIMRA Officer,748,0,1,211,231,Home Improvement,98,0,2,Low
Sizo Chuma 399,Transport,Logistics,747,7,0,0,434,Small Business,95,18,4,Medium
Itayi Mutasa 400,Manufacturing,Line Supervisor,498,3,2,1488,879,Input Financing,96,0,2,Low
Thabo T. Sithole,Retail,Buyer,537,4,0,0,911,Utility Debt,80,33,3,High
Musa Chidambaram 401,Education,Teacher,1048,9,4,1971,674,Medical,90,30,2,Medium
Tinashe Tshuma 402,Public Sector,ZIMRA Officer,813,5,3,908,538,Asset Financing,63,84,3,High
Musa N. Mwenje,Manufacturing,Line Supervisor,805,5,2,816,545,Home Improvement,100,0,1,Low
Itayi Madzima 403,Transport,Truck Driver,500,5,5,1183,369,Home Improvement,92,5,2,Medium
Dumisani Q. Dube,Health,Pharmacist Assistant,1324,2,3,1235,528,Small Business,96,0,3,Low
Vimbai X. Madzima,Public Sector,Teacher,694,10,1,1217,1017,School Fees,62,138,4,High
Kuda H. Mpofu,Public Sector,Customs Clerk,826,6,1,1052,1071,Utility Debt,57,43,4,High
Simba Gumbo 404,Manufacturing,Factory Hand,526,1,0,0,359,Input Financing,95,5,2,Medium
Njabulo Y. Dube,Transport,Truck Driver,503,8,5,1072,280,Input Financing,96,0,3,Low
Vimbai Tshuma 405,Retail,Buyer,704,5,4,3728,899,Medical,94,18,4,Medium
Farai C. Zuma,Retail,Merchandiser,612,8,5,4026,911,Utility Debt,73,90,5,High
Anesu C. Phiri,Health,Lab Tech,1106,10,0,0,826,Home Improvement,99,0,3,Low
Enock Chikore 406,Mining,Driller,1542,0,0,0,947,Solar Equipment,94,27,2,Medium
Munyaradzi P. Muzenda,Transport,Kombi Driver,989,6,5,1274,406,Asset Financing,94,20,3,Medium
Makanaka B. Nyathi,Retail,Merchandiser,874,7,6,4021,607,Utility Debt,56,59,4,High
Blessing F. Gumbo,Agriculture,Tobacco Smallholder,268,1,0,0,590,Medical,90,23,4,Medium
Gugulethu I. Bhebhe,Health,Nurse,1808,0,0,0,1191,Medical,88,11,3,Medium
Makanaka Tshuma 407,Transport,Logistics,878,0,0,0,1096,Solar Equipment,96,0,3,Low
Kudakwashe H. Nyathi,Mining,Driller,1155,5,6,691,153,Small Business,75,58,5,High
Tinashe K. Sithole,Education,Teacher,1414,6,0,0,1136,Utility Debt,99,0,1,Low
Tendai L. Moyo,Retail,Buyer,997,10,4,2292,869,Small Business,98,0,2,Low
Takudzwa S. Sibanda,Education,Teacher,2173,6,0,0,609,Emergency,68,88,5,High
Tariro W. Gumbo,Education,Teacher,879,7,4,916,197,Small Business,59,64,4,High
Rudo S. Chidambaram,Mining,Shift Boss,1610,7,3,2766,961,Solar Equipment,96,0,2,Low
Thabo H. Moyo,Mining,Shift Boss,1674,3,2,849,409,Input Financing,95,25,3,Medium
Nyasha B. Zuma,Manufacturing,Line Supervisor,652,10,3,1527,767,Emergency,98,0,1,Low
Tapiwa I. Mpofu,Public Sector,Customs Clerk,996,9,4,2427,977,Input Financing,100,0,3,Low
Tatenda T. Phiri,Education,Lecturer,981,6,6,2233,610,Medical,89,23,4,Medium
Tapiwa R. Masinga,Mining,Underground Supervisor,1733,2,2,1011,539,Small Business,87,10,2,Medium
Makanaka R. Khumalo,Health,Medical Officer,1933,8,0,0,160,Input Financing,96,0,1,Low
Rudo J. Zhuwao,Public Sector,Teacher,827,9,0,0,949,Input Financing,94,22,2,Medium
Itayi Maphosa 408,Health,Lab Tech,1306,0,0,0,866,Small Business,93,25,3,Medium
Takudzwa T. Sibanda,Education,Lecturer,2146,10,6,4796,687,Emergency,64,124,3,High
Sizo W. Chidambaram,Manufacturing,Factory Hand,592,8,4,1911,650,School Fees,99,0,1,Low
Tinashe Muzenda,Manufacturing,Factory Hand,586,7,4,4006,1084,Utility Debt,98,0,2,Low
Enock P. Makoni,Public Sector,Customs Clerk,266,3,3,263,156,Emergency,86,22,4,Medium
Tariro H. Muzenda,Retail,Buyer,631,4,1,517,769,Utility Debt,96,0,1,Low
Kudakwashe T. Mhlanga,Retail,Buyer,579,2,0,0,728,Small Business,98,0,2,Low
Rufaro I. Ncube,Public Sector,Teacher,898,9,0,0,344,Medical,89,30,3,Medium
Rudo T. Dube,Retail,Buyer,517,7,4,3892,1015,Home Improvement,89,18,3,Medium
Tinashe Zuma 409,Mining,Driller,2191,4,0,0,860,Input Financing,99,1,3,Low
Makanaka T. Zhou,Education,Lecturer,1855,4,4,2373,1177,Medical,59,149,5,High
Thabo Z. Masinga,Agriculture,Farm Manager,803,10,6,4961,839,Utility Debt,89,9,2,Medium
Itayi J. Gumbo,Transport,Logistics,717,8,5,5278,1163,Utility Debt,100,0,3,Low
Rudo Y. Khumalo,Public Sector,ZIMRA Officer,630,4,1,696,666,Solar Equipment,99,0,2,Low
Musa A. Phiri,Transport,Kombi Driver,649,0,0,0,365,Medical,100,3,2,Low
Njabulo F. Maphosa,Retail,Merchandiser,303,9,1,88,167,Asset Financing,89,10,4,Medium
Tariro Y. Gumbo,Transport,Logistics,643,8,3,1918,552,Medical,90,22,3,Medium
Blessing L. Gumbo,Transport,Logistics,533,4,3,1788,946,Medical,100,0,3,Low
Nomsa X. Chidambaram,Transport,Kombi Driver,794,3,0,0,1197,Input Financing,96,0,2,Low
Sizo B. Khumalo,Public Sector,Teacher,920,3,4,2706,915,Small Business,90,18,2,Medium
Anesu R. Marembo,Retail,Buyer,759,3,3,1336,506,Small Business,88,18,3,Medium
Sizo B. Gumbo,Education,Lecturer,2101,5,2,1240,767,Asset Financing,78,46,3,High
Panashe Y. Masinga,Manufacturing,Factory Hand,427,7,3,1226,384,School Fees,99,0,1,Low
Enock H. Zhuwao,Public Sector,Customs Clerk,320,4,5,3036,689,Home Improvement,92,23,4,Medium
Njabulo V. Chikore,Retail,Buyer,302,10,5,2937,1045,Utility Debt,97,0,3,Low
Takudzwa Masinga 410,Mining,Driller,1828,6,0,0,677,Medical,100,0,3,Low
Panashe N. Gumbo,Agriculture,Tobacco Smallholder,609,4,1,452,512,Home Improvement,97,0,3,Low
Nomsa F. Zhou,Manufacturing,Factory Hand,663,9,1,804,815,Emergency,82,113,4,High
Takudzwa W. Tshuma,Public Sector,Teacher,580,8,5,2995,736,Input Financing,69,144,5,High
Dumisani H. Sithole,Manufacturing,Factory Hand,498,4,5,2697,808,Medical,81,59,5,High
Musa X. Ndlovu,Mining,Shift Boss,1010,3,3,604,235,Solar Equipment,98,0,3,Low
Kuda O. Zhou,Education,Teacher,1697,6,3,3241,967,Emergency,100,3,3,Low
Kudakwashe Sibanda 411,Education,Lecturer,1421,0,0,0,923,Solar Equipment,96,0,1,Low
Blessing R. Chidambaram,Health,Pharmacist Assistant,1175,5,6,4057,1121,Medical,88,16,2,Medium
Chipo M. Makoni,Retail,Buyer,946,7,0,0,348,Solar Equipment,84,68,3,High
Farai W. Dube,Mining,Driller,1838,0,1,163,164,Home Improvement,88,22,4,Medium
Tinashe P. Makoni,Manufacturing,Welder,283,9,3,1216,553,Solar Equipment,94,11,3,Medium
Farai K. Muzenda,Agriculture,Tobacco Smallholder,996,0,0,0,507,Asset Financing,99,0,3,Low
Nomsa X. Moyo,Transport,Logistics,745,6,1,208,212,Input Financing,98,0,2,Low
Tapiwa J. Muzenda,Retail,Shop Assistant,597,8,2,1792,834,Utility Debt,98,0,3,Low
Vimbai T. Madzima,Retail,Merchandiser,593,10,1,1080,974,Utility Debt,98,0,3,Low
Tatenda Q. Ncube,Agriculture,Tobacco Smallholder,874,1,0,0,1049,School Fees,74,75,5,High
Tatenda E. Mwenje,Transport,Truck Driver,494,10,0,0,150,Small Business,96,0,1,Low
Panashe Chikore 412,Retail,Shop Assistant,791,7,6,6347,1143,Asset Financing,99,0,2,Low
Njabulo L. Chikore,Manufacturing,Welder,907,0,0,0,187,Emergency,67,69,4,High
Rufaro S. Maphosa,Transport,Logistics,341,2,3,1607,1029,Input Financing,100,0,1,Low
Musa Khumalo 413,Education,Lecturer,815,4,3,1524,457,Emergency,97,0,1,Low
Tinashe Q. Tshuma,Retail,Shop Assistant,666,2,1,752,864,Small Business,100,0,1,Low
Musa T. Ncube,Transport,Kombi Driver,306,5,0,0,825,School Fees,89,29,4,Medium
Tariro E. Zhou,Manufacturing,Factory Hand,757,0,1,450,840,Home Improvement,97,0,2,Low
Dumisani Z. Makoni,Agriculture,Tobacco Smallholder,326,6,2,687,484,Home Improvement,87,14,3,Medium
Vimbai C. Ncube,Mining,Shift Boss,1761,5,0,0,588,Utility Debt,99,1,1,Low
Munyaradzi U. Zhou,Public Sector,ZIMRA Officer,837,9,6,7227,1117,Solar Equipment,96,0,2,Low
Tatenda Muzenda 414,Health,Nurse,889,3,1,550,772,Utility Debt,96,0,3,Low
Makanaka J. Chikore,Manufacturing,Factory Hand,530,6,0,0,246,School Fees,89,23,2,Medium
Dumisani V. Sithole,Health,Medical Officer,1921,0,1,201,186,Solar Equipment,98,0,1,Low
Rudo M. Moyo,Retail,Shop Assistant,977,8,5,3536,618,Solar Equipment,100,0,3,Low
Tariro P. Mutambara,Manufacturing,Factory Hand,737,2,1,287,314,Small Business,62,115,5,High
Takudzwa P. Nyathi,Agriculture,Agro-dealer,619,8,1,373,478,Medical,52,131,5,High
Nomsa Zhou 415,Agriculture,Agro-dealer,348,7,3,3480,1187,Utility Debt,96,0,1,Low
Rufaro L. Dube,Retail,Buyer,783,1,2,896,852,Medical,97,0,3,Low
Tariro B. Chuma,Retail,Merchandiser,817,8,2,592,326,Home Improvement,50,81,5,High
Chengetai O. Mhlanga,Education,Department Head,1293,10,2,1883,975,Emergency,99,0,1,Low
Tariro T. Muzenda,Agriculture,Tobacco Smallholder,567,0,0,0,721,Medical,93,29,3,Medium
Itayi Z. Sibanda,Mining,Shift Boss,2168,7,4,328,150,Solar Equipment,98,0,2,Low
Gugulethu U. Mwenje,Retail,Merchandiser,372,5,4,2395,753,Medical,97,0,3,Low
Tinashe Hlongwane 416,Public Sector,Teacher,489,5,6,7772,1121,Asset Financing,90,19,3,Medium
Anesu R. Madzima,Transport,Kombi Driver,469,0,1,479,588,Home Improvement,63,43,4,High
Tariro G. Zuma,Education,Teacher,1734,2,0,0,547,Input Financing,88,25,2,Medium
Njabulo C. Muzenda,Transport,Kombi Driver,419,6,2,839,616,Utility Debt,89,19,4,Medium
Enock T. Marembo,Education,Lecturer,1990,3,1,879,844,Home Improvement,96,0,1,Low
Simba J. Muzenda,Mining,Driller,1028,8,0,0,417,Home Improvement,95,23,3,Medium
Takudzwa M. Chikore,Health,Nurse,1645,0,1,471,506,Emergency,100,0,1,Low
Takudzwa B. Nyathi,Agriculture,Tobacco Smallholder,638,10,2,860,827,Solar Equipment,99,0,2,Low
Tariro Ndlovu 417,Agriculture,Farm Manager,965,6,6,2797,769,Asset Financing,96,0,3,Low
Blessing Masinga 418,Transport,Kombi Driver,858,3,0,0,992,Input Financing,99,0,3,Low
Chengetai U. Chikore,Agriculture,Tobacco Smallholder,511,5,6,4837,720,Utility Debt,97,0,2,Low
Simba Mutasa 419,Transport,Truck Driver,502,6,1,358,509,Medical,97,0,1,Low
Tapiwa Z. Sibanda,Public Sector,Customs Clerk,737,5,2,1117,1003,Asset Financing,96,0,2,Low
Blessing Y. Maphosa,Public Sector,Customs Clerk,273,0,1,586,846,Input Financing,97,0,2,Low
Tatenda A. Chuma,Public Sector,ZIMRA Officer,865,2,0,0,749,Emergency,65,84,5,High
Thabo Ncube 420,Manufacturing,Factory Hand,350,5,3,4047,1125,Medical,96,0,3,Low
Tariro H. Maphosa,Public Sector,Teacher,567,10,2,1440,1188,Home Improvement,90,27,2,Medium
Dumisani W. Zuma,Agriculture,Agro-dealer,727,7,4,478,163,Home Improvement,98,0,3,Low
Takudzwa Y. Makoni,Health,Medical Officer,1850,9,6,6488,989,School Fees,91,26,2,Medium
Thabo H. Mpofu,Transport,Kombi Driver,440,1,0,0,803,Asset Financing,75,73,4,High
Enock D. Zhuwao,Manufacturing,Factory Hand,823,2,1,1191,1192,Small Business,97,0,2,Low
Tariro K. Tshuma,Agriculture,Agro-dealer,658,6,5,3965,1082,Utility Debt,97,0,1,Low
Vimbai T. Sibanda,Retail,Buyer,603,0,1,626,825,Input Financing,99,0,3,Low
Panashe Gumbo 421,Transport,Truck Driver,333,4,0,0,710,Medical,70,117,5,High
Panashe Mutambara 422,Agriculture,Agro-dealer,919,9,0,0,590,Medical,92,5,2,Medium
Panashe I. Ndlovu,Education,Department Head,1230,6,2,377,183,Emergency,96,2,2,Low
Njabulo J. Dube,Public Sector,Customs Clerk,306,10,6,726,218,Asset Financing,98,0,2,Low
Chengetai Q. Masinga,Transport,Logistics,264,3,2,1378,726,Medical,97,0,1,Low
Dumisani Q. Masinga,Public Sector,Admin Secretary,533,0,0,0,1025,Small Business,94,14,3,Medium
Makanaka B. Chidambaram,Education,Lecturer,893,0,0,0,519,Home Improvement,87,6,4,Medium
Kudakwashe R. Chikore,Agriculture,Farm Manager,663,1,0,0,557,School Fees,98,0,1,Low
Munyaradzi I. Moyo,Mining,Driller,1371,9,6,979,205,Utility Debt,90,6,4,Medium
Itayi A. Mpofu,Retail,Merchandiser,885,4,1,983,891,School Fees,96,0,3,Low
